Province,School,Sector,Learners
KZ,EDAMBE PRIMARY SCHOOL,Public,28
KZ,JANI PRIMARY SCHOOL,Public,28
KZ,NOORDENVELD C,Public,28
KZ,OCEANVIEW HOUSE P.,Public,28
EC,ST PAUL'S COLLEGE,INDEPENDENT,28
EC,ROSE COTTAGE PRIMARY SCHOOL,Public,28
EC,GWAZINAMBA JUNIOR SECONDARY SCHOOL,Public,28
GP,SAMELSON COLLEGE,INDEPENDENT,28
GP,KALEIDERSCOPE SCHOOL,INDEPENDENT,28
WC,FYNBOS AKADEMIE VIR CHRISTELIKE ONDERWY,INDEPENDENT,28
WC,ABEILLE RUCHE SCHOOL,INDEPENDENT,28
WC,EZELJACHT VGK PRIM.,Public,28
WC,NORTHRIDGE NGK PRIM.,Public,28
WC,KLIPHEUWEL PRIM.,Public,28
MP,INJOMANE PRIMARY SCHOOL,Public,29
LP,BOSVELD AKADEMIE,INDEPENDENT,29
EC,UMICARE REMEDIAL SCHOOL,INDEPENDENT,29
EC,LOWER CERU SENIOR PRIMARY SCHOOL,Public,29
EC,THULANI JUNIOR PRIMARY SCHOOL,Public,29
EC,NGQAKAQENI JUNIOR SECONDARY SCHOOL,Public,29
EC,DUMEZWENI SENIOR PRIMARY SCHOOL,Public,29
NC,DIEPDRIFT PRIMÊRE SKOOL,Public,29
FS,MOLACOANENG P/S,Public,29
FS,VIERFONTEIN PF/S,Public,29
FS,LEEUWPAN PF/S,Public,29
KZ,MALAMBA PRIMARY SCHOOL,Public,29
KZ,MTHAWENGA PRIMARY SCHOOL,Public,29
EC,RWANTSANA PRIMARY SCHOOL,Public,29
KZ,MELMOTH CHRISTIAN SCHOOL,INDEPENDENT,29
WC,JUBILEE MONTESSORI ACADEMY,INDEPENDENT,29
WC,RENLYN'S MODERN MONTESORRI,INDEPENDENT,29
WC,KROMLAND NGK PRIM.,Public,29
WC,ATLANTIC BEACH COLLEGE,INDEPENDENT,30
KZ,SEVEN OAKS PRIMARY SCHOOL,Public,30
KZ,ZIKALALA JP,Public,30
LP,HANGKLIP AKADEMIE,INDEPENDENT,30
LP,TLHWARE INTERMEDIATE,Public,30
LP,FAIRFIELD PRIMARY,Public,30
LP,LEKITING PRIMARY SCHOOL,Public,30
LP,MBODI PRIMARY SCHOOL,Public,30
LP,BOERBOOMKRAAL,Public,30
MP,HAMELFONTEIN PRIMARY SCHOOL,Public,30
GP,FAITH ACADEMY,INDEPENDENT,30
EC,LUMANI JUNIOR SECONDARY SCHOOL,Public,30
FS,PHEDISANO PF/S,Public,30
FS,DEVINE CHRISTIAN ACADEMY CI/S,INDEPENDENT,30
KZ,LWANDLASE JP,Public,30
KZ,MGIGIMBE PRIMARY SCHOOL,Public,30
EC,AMANZI PRIMARY SCHOOL,Public,30
KZ,SLANGRIVIER PRIMARY SCHOOL,Public,30
GP,MARTHIE DE BRUIN SENTRUM,INDEPENDENT,30
GP,AFRICAN UNION INTERNATIONAL,INDEPENDENT,30
WC,CARNEGIE HOUSE PREPARATORY,INDEPENDENT,30
WC,TERSIA THERON PRIVAATSKOOL,INDEPENDENT,30
WC,WELLINGTON PRIVATE SCHOOL,INDEPENDENT,30
WC,STOLSVLAKTE NGK PRIM.,Public,30
WC,NUWEFONTEIN PRIM.,Public,30
KZ,RIVERSBEND PRIMARY SCHOOL,Public,31
LP,BLINKWATER,Public,31
LP,VAALPENSKRAAL PRIMARY SCHOOL,Public,31
LP,SEALA MAGORO COMBINED SCHOOL,Public,31
LP,MAKOBOTE PRIMARY,Public,31
LP,NGWANAMARUMO-A-TSWAKO PRIMARY SCHOOL,Public,31
MP,LAERSKOOL NESHER,INDEPENDENT,31
NW,MALEBOGO PRIMARY SCHOOL,Public,31
GP,MADRESSAH AYESHA,INDEPENDENT,31
GP,SANDTON TECHNICAL COLLEGE,INDEPENDENT,31
EC,ZANESIZWE JUNIOR SECONDARY SCHOOL,Public,31
EC,GEMROCK COLLEGE,INDEPENDENT,31
EC,UPPER BAWA JUNIOR PRIMARY SCHOOL,Public,31
EC,KUYASA JUNIOR PRIMARY SCHOOL,Public,31
EC,HLANJWA SENIOR PRIMARY SCHOOL,Public,31
EC,MONWABISI SENIOR PRIMARY SCHOOL,Public,31
EC,UPPER LANTI SENIOR PRIMARY SCHOOL,Public,31
EC,VOLMOED PRIMARY SCHOOL,Public,31
NC,RYVA ACADEMY OF LEARNING,INDEPENDENT,31
FS,DALJOSAFAT PF/S,Public,31
FS,REAMOHETSWE PF/S,Public,31
FS,WELVANPAS PF/S,Public,31
FS,MEYNELL PF/S,Public,31
FS,PETRUSHOOP IF/S,Public,31
KZ,INKOSENEZIGI JS,Public,31
GP,TEACH THEM CHRISTIAN COLLEGE,INDEPENDENT,31
KZ,STAFFORD PRIMARY SCHOOL,Public,31
KZ,THOKOZANI PRIMARY SCHOOL,Public,31
WC,CITRUSDAL ONDERRIGSENTRUM - POMARIO,INDEPENDENT,31
WC,ST. PAUL'S LAER,Public,31
NW,KEJAKILE MIDDLE SCOOL,Public,32
EC,LAMYENI PRIMARY SCHOOL,Public,32
EC,NOOITGEDACHT (D R C ) PRIMARY SCHOOL,Public,32
KZ,SILINDELE (NOTTINGHAM RD),Public,32
LP,BALTIMORE PRIMARY,Public,32
LP,SEFOLWE PRIMARY,Public,32
LP,AREIKHULENG PRIMARY SCHOOL,Public,32
LP,MONARE SECONDARY SCHOOL,Public,32
LP,PHUTIMOGOLODI SECONDARY,Public,32
LP,NDAENI  JUNIOR  PRIMARY,Public,32
MP,BAMBELELANI PRIMARY SCHOOL,Public,32
MP,MATHALAZA PRIMARY SCHOOL,Public,32
MP,SHALOM CHRISTIAN SCHOOL,INDEPENDENT,32
NW,MONTSANA PRIMARY SCHOOL,Public,32
NW,POTLAKANG INTERMEDIATE,Public,32
NW,RAMONOTWANA PRIMARY SCHOOL,Public,32
NW,DOORNPAN PRIMARY,Public,32
NW,MAKAME PRIMARY,Public,32
EC,MXAMLI JUNIOR PRIMARY SCHOOL,Public,32
EC,SONGEZE JUNIOR PRIMARY SCHOOL,Public,32
EC,MANKIHLANA JUNIOR SECONDARY SCHOOL,Public,32
EC,ILITHALETHU JUNIOR SECONDARY SCHOOL,Public,32
EC,BAMANZI JUNIOR PRIMARY SCHOOL,Public,32
EC,LUQOLWENI SENIOR PRIMARY SCHOOL,Public,32
EC,LAPHUMILANGA JUNIOR PRIMARY SCHOOL,Public,32
EC,NTABELANGA SENIOR PRIMARY SCHOOL,Public,32
EC,VUYANI JUNIOR SECONDARY SCHOOL,Public,32
EC,SEVEN KEYS INDEPENDENT SCHOOL,INDEPENDENT,32
NC,VOLKSKOOL ORANIA GEKOMBINEERD,INDEPENDENT,32
FS,REDUMETSE PF/S,Public,32
KZ,MKHAYA PRIMARY SCHOOL,Public,32
EC,BRACEFIELD U C C PRIMARY SCHOOL,Public,32
KZ,THANDOLWABASHA PRIMARY SCHOOL,Public,32
WC,KLIPFONTEIN VGK PRIM.,Public,32
EC,SINDAWONYE PRIMARY SCHOOL,Public,33
KZ,NHLOMANE PRIMARY SCHOOL,Public,33
GP,UNITED SISTERHOOD MITZVAH,INDEPENDENT,33
LP,RHENOSTERFONTEIN PRIMARY,Public,33
MP,DE EMIGRATIE PRIMARY SCHOOL,Public,33
MP,C V O SKOOL AMAJUBA,INDEPENDENT,33
MP,MANTHANO CHRISTIAN SCHOOL,INDEPENDENT,33
GP,THE LEARNING PATH,INDEPENDENT,33
EC,MACHIBINI PRIMARY SCHOOL,Public,33
EC,QOMFO PRIMARY SCHOOL,Public,33
EC,UPPER REGU PRIMARY SCHOOL,Public,33
EC,BUNGA JUNIOR PRIMARY SCHOOL,Public,33
EC,MVUMELWANO JUNIOR PRIMARY SCHOOL,Public,33
EC,TALA JUNIOR SECONDARY SCHOOL,Public,33
EC,KANYISA SENIOR PRIMARY SCHOOL,Public,33
EC,DUMILE PRIMARY SCHOOL,Public,33
EC,MASIANOKENG JUNIOR PRIMARY SCHOOL,Public,33
EC,KINGDOM COLLEGE,INDEPENDENT,33
EC,SADA SCHOOL OF EXCELLENCE,Public,33
NC,ELIZABETH WIMMER PRIMÊRE SKOOL,Public,33
NC,SOEBATSFONTEIN NGK PRIMÊRE SKOOL,Public,33
FS,PHEELONG PF/S,Public,33
FS,MIEMIESARBEID PF/S,Public,33
FS,ORANJEKUIL PF/S,Public,33
FS,KOMSPRUIT PF/S,Public,33
FS,PRESIDENT BRAND P/S,Public,33
KZ,EKUFUNDENI PRIMARY SCHOOL,Public,33
KZ,MAGENWINI PRIMARY SCHOOL,Public,33
EC,UPPER KLIPDRIFT PRIMARY SCHOOL,Public,33
NW,BANABOTLHE PRIMARY SCHOOL,Public,33
WC,MOUNT VIEW EDUCATION CENTRE,INDEPENDENT,33
WC,RIETFONTEIN NGK PRIM.,Public,33
WC,SCHEEPERSKRAAL SSKV PRIM.,Public,33
WC,BUFFELSKLOOF SSKV PRIM.,Public,33
WC,GROOTKLOOF PRIM,Public,33
WC,BAARTMANSFONTEIN NGK PRIM.,Public,33
LP,JOHN MANGANYI,Public,34
LP,MACHEMA PRIMARY SCHOOL,Public,34
LP,SERAGENG  PRIMARY,Public,34
NW,MHELO PRIMARY,Public,34
GP,WIGGLES AND SQUIGGLES SCHOOL,INDEPENDENT,34
EC,MASIPHATHISANE PRIMARY SCHOOL,Public,34
EC,MAVATULANA PRIMARY SCHOOL,Public,34
EC,NOLINGE PRIMARY SCHOOL,Public,34
EC,NCALUKENI SENIOR PRIMARY SCHOOL,Public,34
EC,GOBIZEMBE SENIOR PRIMARY SCHOOL,Public,34
EC,LOWER NGXAZA JUNIOR PRIMARY SCHOOL,Public,34
EC,MBIZWENI SENIOR PRIMARY SCHOOL,Public,34
FS,BOHLOKWA PF/S,Public,34
FS,LEONIE PF/S,Public,34
FS,NKHABELE P/S,Public,34
FS,TSIMATSIMA P/S,Public,34
KZ,GARTMORE PRIMARY SCHOOL,Public,34
KZ,MARIA TROST HP,Public,34
KZ,MATSHEMADE JP,Public,34
EC,MIDDLEWATER (DRC) PRIMARY SCHOOL,Public,34
EC,DALUXOLO PRIMARY SCHOOL,Public,34
EC,DISH PRIMARY SCHOOL,Public,34
KZ,STOCKTON C,Public,34
NW,CECILIA`S HOME PRIMARY,Public,34
KZ,COTHOZA PRIMARY SCHOOL,Public,34
WC,BLUE MOON MONTESSORI SCHOOL,INDEPENDENT,34
WC,BLOUVLEI AKADEMIE VIR CHRISTELIKE ONDER,INDEPENDENT,34
WC,DE HOOP LAER.,Public,34
EC,HUNTLY GLEN FARM SCHOOL,Public,35
KZ,PHOKWENI PRIMARY SCHOOL,Public,35
KZ,QWEZI PRIMARY SCHOOL,Public,35
KZ,YIKUSA JP,Public,35
GP,OLYMPUS EDUCATIONAL INSTITUTE,INDEPENDENT,35
LP,ZET ZET TWO,Public,35
LP,LENNES PRIMARY SCHOOL,Public,35
MP,OVERVAAL PRIMARY SCHOOL,Public,35
NW,CVO,INDEPENDENT,35
EC,KATBERG PRIMARY SCHOOL,Public,35
EC,MARHELEDWANE HIGH SCHOOL,Public,35
EC,ZWELIKHANYILE JUNIOR PRIMARY SCHOOL,Public,35
EC,LIPHOFUNG SENIOR PRIMARY SCHOOL,Public,35
EC,GILINKUMBI SENIOR PRIMARY SCHOOL,Public,35
EC,NYALABANE PRIMARY SCHOOL,Public,35
EC,TEMBANI SENIOR PRIMARY SCHOOL,Public,35
NC,KELEMOGILE PRIMARY SCHOOL,Public,35
NC,DOMBIETERSFONTEIN PRIMÊRE SKOOL,Public,35
NC,SWARTKOPSDAM VKK PRIMÊRE SKOOL,Public,35
FS,MEETS PF/S,Public,35
FS,KOEBERG PF/S,Public,35
KZ,ENKOTHWENI PRIMARY SCHOOL,Public,35
KZ,HAWA SP,Public,35
GP,ABUNDANT LIFE CHRISTIAN ACADEMY,INDEPENDENT,35
EC,BLOEMHOF PRIMARY SCHOOL,Public,35
EC,BOMVANA PUBLIC SCHOOL,Public,35
KZ,QAMBOKUHLE PRIMARY SCHOOL,Public,35
WC,KNYSNA CHRISTIAN SCHOOL,INDEPENDENT,35
EC,MSCD HIGH SCHOOL,INDEPENDENT,36
GP,THE JAPANESE SCHOOL,INDEPENDENT,36
LP,ESMEFOUR PRIMARY,Public,36
LP,R.S.B DITLE PRIMARY SCHOOL,INDEPENDENT,36
LP,H.H  THIELE PRIMARY  SCHOOL,Public,36
MP,ESIGANGENI PRIMARY SCHOOL,Public,36
MP,SHAMMAH EAST COLLEGE,INDEPENDENT,36
NW,LIGSTRAAL PRIMARY SCHOOL,Public,36
NW,REAGILE PRIMARY,Public,36
MP,T.C. COLLEGE ELUKWATINI,INDEPENDENT,36
MP,BURNING TORCH CHRISTIAN ACADEMY,INDEPENDENT,36
GP,EVEREST ACADEMY,INDEPENDENT,36
EC,MHALA PUBLIC SCHOOL,Public,36
EC,IKHWEZI SENIOR PRIMARY SCHOOL,Public,36
EC,NOMZAMO SENIOR PRIMARY SCHOOL,Public,36
EC,BALUNGISE JUNIOR SECONDARY SCHOOL,Public,36
EC,BLESS FARM SCHOOL,Public,36
FS,SANDSPRUIT PF/S,Public,36
FS,ORANJEVILLE P/S,Public,36
FS,SUSANNA PF/S,Public,36
KZ,EKHATHA PRIMARY SCHOOL,Public,36
KZ,ESIDAKENI PRIMARY SCHOOL,Public,36
KZ,EZIJIBENI SP,Public,36
KZ,LINDOKUHLE PRIMARY SCHOOL,Public,36
KZ,MEHLOMANE PRIMARY SCHOOL,Public,36
GP,NASHVILLE CHRISTIAN COLLEGE,INDEPENDENT,36
KZ,LOZI PRIMARY SCHOOL,Public,36
WC,AKKERBOOM PRIM.,Public,36
WC,KLIPRIVIER NGK PRIM.,Public,36
EC,UPPER BLINKWATER PRIMARY SCHOOL,Public,37
KZ,UBUHLEBUKAZULU PRIMARY SCHOOL,Public,37
KZ,VELANAWE CP,Public,37
MP,UMONDLI PRIMARY SCHOOL,Public,37
MP,ERDZAK PRIMARY SCHOOL,Public,37
NW,MAUD ZIBI PRIMARY,Public,37
EC,MARAULE PRIMARY SCHOOL,Public,37
EC,THULISILE PRIMARY SCHOOL,Public,37
EC,MBONGENDLU JUNIOR SECONDARY SCHOOL,Public,37
EC,TAMSANQA SENIOR PRIMARY SCHOOL,Public,37
EC,MBOVANE SENIOR PRIMARY SCHOOL,Public,37
EC,MMANGWENI JUNIOR PRIMARY SCHOOL,Public,37
EC,NKAHLULO SENIOR PRIMARY SCHOOL,Public,37
EC,MOLISANA P,Public,37
EC,LESFONTEIN PRIMARY SCHOOL,Public,37
EC,WARTRAIL FARM SCHOOL,Public,37
NC,CUM LAUDE ONAFHANKLIKE SKOOL,INDEPENDENT,37
FS,MAREUIL PF/S,Public,37
FS,MATSITSELELE P/S,Public,37
KZ,ARDEN FARM,Public,37
KZ,CELA C,Public,37
KZ,MIDDELRUS PRIMARY SCHOOL,Public,37
GP,BOSTON NSC OPEN DISTANCE EDUCATION,INDEPENDENT,37
EC,RIETBRON PRIMARY SCHOOL,Public,37
WC,THE BRITISH ACADEMY - KNYSNA,INDEPENDENT,37
WC,LATEGANSVLEI SSKV PRIM.,Public,37
WC,BRITSEVLAKTE NGK PRIM.,Public,37
EC,FAIRVIEW PRIMARY SCHOOL,Public,38
KZ,UMSIKAZI JP,Public,38
LP,PFUKONI,Public,38
LP,HLOHLODI PRIMARY SCHOOL,Public,38
LP,MMAKGATLE PRIMARY SCHOOL,Public,38
MP,FAKIZANDLA PRIMARY SCHOOL,Public,38
MP,WELGEMEEND PRIMARY SCHOOL,Public,38
MP,EMTHINI PRIMARY SCHOOL,Public,38
MP,SHAGA PRIMARY SCHOOL,Public,38
LP,BLUE MOUNTAIN COLLEGE,INDEPENDENT,38
EC,MZIWEMFUNDO JUNIOR SECONDARY SCHOOL,Public,38
EC,UMQWASHU PRIMARY SCHOOL,Public,38
EC,EBUNTU SENIOR PRIMARY SCHOOL,Public,38
EC,KUNENE SENIOR PRIMARY SCHOOL,Public,38
EC,ZIBHITYOLO JUNIOR PRIMARY SCHOOL,Public,38
EC,SAMEKOMS PRIMARY SCHOOL,Public,38
NC,ULCO ACADEMY,INDEPENDENT,38
FS,KAALSPRUIT PF/S,Public,38
FS,THUSANANG PF/S,Public,38
FS,SONSKYN PF/S,Public,38
FS,MASHAYENG PF/S,Public,38
KZ,ENKOVUKENI PRIMARY SCHOOL,Public,38
KZ,ISANGQU CP,Public,38
GP,AURUM INTERNATIONAL COLLEGE,INDEPENDENT,38
EC,HOWARD BEN MAZWI SENIOR PRIMARY SCHOOL,Public,38
EC,WILLOWDALE PRIMARY SCHOOL,Public,38
EC,ISLAND VIEW FARM,Public,38
KZ,SIZOMUNYE PRIMARY SCHOOL,Public,38
KZ,MFUSHANE PRIMARY SCHOOL,Public,38
WC,ABEILE RUCHE SCHOOL (CENTURY CITY),INDEPENDENT,38
WC,HERITAGE HOUSE INDEPENDENT SCHOOL,INDEPENDENT,38
WC,BOSPLAAS NGK PRIM.,Public,38
WC,HORNSTRAS VGK PRIM.,Public,38
WC,KOO LS.,INDEPENDENT,38
WC,PIETERSFONTEIN NGK PRIM.,Public,38
EC,TYATYORA PRIMARY SCHOOL,Public,39
LP,KGAKANTSHANE PRIMARY SCHOOL,Public,39
LP,TSHOKOTSHOKO PRIMARY SCHOOL,Public,39
MP,VULISANGO PRIMARY SCHOOL,Public,39
MP,BELFAST PRIVATE SCHOOL,INDEPENDENT,39
MP,STANDERTON CHRISTIAN SCHOOL,INDEPENDENT,39
EC,PHAKAMA PRIMARY SCHOOL,Public,39
EC,VUYO JUNIOR PRIMARY SCHOOL,Public,39
EC,GABULINKUNGU JUNIOR SECONDARY SCHOOL,Public,39
EC,PHAPHANE JUNIOR PRIMARY SCHOOL,Public,39
EC,BRAAMSPRUIT FARM SCHOOL,Public,39
EC,MALGAS SENIOR PRIMARY SCHOOL,Public,39
EC,NYONGWANE SENIOR PRIMARY SCHOOL,Public,39
EC,ABUNDANT LIFE CHRISTIAN SCHOOL,INDEPENDENT,39
NC,NORAP MET PRIMÊRE SKOOL,Public,39
FS,DEALESVILLE P/S,Public,39
FS,MODISAOTSILE P/S,Public,39
FS,MMAFANE P/S,Public,39
FS,RAMOSHOANE P/S,Public,39
FS,PADLANGS PF/S,Public,39
KZ,KWENZOKUHLE PRIMARY SCHOOL,INDEPENDENT,39
KZ,CORRIESRUST PRIMARY SCHOOL,Public,39
KZ,DOLPHIN COAST P.P.,INDEPENDENT,39
KZ,KHULANJALO PRIMARY SCHOOL,Public,39
KZ,MATHABATHA PRIMARY SCHOOL,Public,39
EC,WOLWEFONTEIN (SSKV) PRIMARY SCHOOL,Public,39
EC,HANANJA AKADEMIE,INDEPENDENT,39
EC,THE BIGGS PRIMARY SCHOOL,Public,39
EC,NGWEVU PRIMARY SCHOOL,Public,39
EC,ISLAND FOREST PRIMARY SCHOOL,Public,39
EC,HOPE FOUNTAIN PRIMARY SCHOOL,Public,39
KZ,HAVEN OF REST SCHOOL,INDEPENDENT,39
WC,BRANDVLEI YOUTH CENTRE,INDEPENDENT,39
WC,NELSRIVIER VGK PRIM.,Public,39
WC,GOUDMYN PRIM.,Public,39
KZ,ROBIN PRIMARY SCHOOL,Public,40
KZ,MBOPHENI LP,Public,40
KZ,CHRISTIAN LIFE ACADEMY,INDEPENDENT,40
LP,MOKGOPA,Public,40
LP,WELGELEGEN PRIMARY SCHOOL,Public,40
LP,TSHISHIRU  PRIMARY SCHOOL,Public,40
MP,SIYAZAMA SCHOOL,Public,40
GP,BET'OR CHRISTIAN SCHOOL,INDEPENDENT,40
GP,SANDTON SINAI PRIMARY SCHOOL,INDEPENDENT,40
EC,ZANOKHANYO PRIMARY SCHOOL,Public,40
EC,SICAM SENIOR PRIMARY SCHOOL,Public,40
EC,FAIRVIEW JUNIOR PRIMARY SCHOOL,Public,40
EC,NDLELANTLE JUNIOR PRIMARY SCHOOL,Public,40
EC,LINGELIHLE JUNIOR PRIMARY SCHOOL,Public,40
EC,SIKHUMBENI SENIOR PRIMARY SCHOOL,Public,40
EC,THEMBALETHU SENIOR PRIMARY SCHOOL,Public,40
FS,UITKOMS PF/S,Public,40
FS,SACSONIA PF/S,Public,40
FS,UNIVERSITAS HOSPITAL  P/S,Public,40
FS,LILAMANI PF/S,Public,40
KZ,ASIQHUBEKE PRIMARY SCHOOL,Public,40
KZ,KHALANYONI PRIMARY SCHOOL,Public,40
KZ,MPILONDE PRIMARY SCHOOL,Public,40
KZ,MQANGQALA PRIMARY SCHOOL,Public,40
KZ,NCWECWE S,Public,40
KZ,NGWELEZANA PRIMARY SCHOOL,Public,40
EC,KLIPDRIFT PRIMARY SCHOOL,Public,40
KZ,ST MICHAEL'S (KOKSTAD),Public,40
EC,BOPLAAS NGK PRIMARY SCHOOL,Public,40
KZ,IXOPO MONTESSORI,INDEPENDENT,40
KZ,JULUKANI JP,Public,41
LP,LAERSKOOL VAN WYKSKRAAL,Public,41
LP,TELEKI PRIMARY SCHOOL,Public,41
MP,UKULUNGA PRIMARY SCHOOL,Public,41
MP,BEKENZELA PRIMARY SCHOOL,Public,41
EC,RIPPLEMEAD PRIMARY SCHOOL,Public,41
EC,ZUKOLWETHU JUNIOR PRIMARY SCHOOL,Public,41
EC,HOKISI JUNIOR SECONDARY SCHOOL,Public,41
EC,FAITH REVIVAL SCHOOL (BUTTERWORTH),INDEPENDENT,41
EC,PEWULA SENIOR PRIMARY SCHOOL,Public,41
EC,SINYAQA SENIOR PRIMARY SCHOOL,Public,41
EC,MATSHEMULA P,Public,41
EC,GCINA SENIOR PRIMARY SCHOOL,Public,41
EC,ZINGQUTU JUNIOR SECONDARY SCHOOL,Public,41
NC,PAMPOENPOORT PRIMÊRE SKOOL,Public,41
NC,TWEERIVIER METODISTE PRIMÊRE SKOOL,Public,41
FS,EMDEN PF/S,Public,41
FS,SEREI PF/S,Public,41
FS,SIBONGILE PF/S,Public,41
FS,HAMSVERWACHT PF/S,Public,41
FS,ATALANTA PF/S,Public,41
FS,SUSANNASKOP PF/S,Public,41
FS,BEYERSGIFT PF/S,Public,41
FS,MOTSHUMI P/S,Public,41
FS,KGATELOPELE PF/S,Public,41
FS,EMET CHRISTIAN COLLEGE CI/S,INDEPENDENT,41
KZ,BERGVLIET PRIMARY SCHOOL,Public,41
KZ,BYRNE PRIMARY SCHOOL,Public,41
KZ,FOLESHILL PRIMARY SCHOOL,Public,41
KZ,HLONGOMIYA PRIMARY SCHOOL,Public,41
KZ,IMPANDWINI PRIMARY SCHOOL,Public,41
KZ,MORTON ESTATES PRIMARY SCHOOL,Public,41
KZ,NHLANGWINI PRIMARY SCHOOL,Public,41
KZ,OUTFALL PRIMARY SCHOOL,Public,41
EC,STEGMANN PRIMARY SCHOOL,Public,41
KZ,MAQHIKIZANA HIGH,Public,41
KZ,QONDOKUHLE SP SCHOOL,Public,41
WC,KINGSWAY CHRISTIAN SCHOOL,INDEPENDENT,41
WC,GREYTON HOUSE,INDEPENDENT,41
WC,KRUISRIVIER-WES UCC PRIM.,Public,41
WC,KOMMANDANTSDRIFT SSKV PRIM.,Public,41
KZ,SIQONDOKUHLE JP,Public,42
KZ,TLOKWENG PRIMARY SCHOOL,Public,42
MP,RIETSPRUIT PRIMARY SCHOOL,Public,42
MP,KHUPHUKANI PRIMARY SCHOOL,Public,42
MP,FOUNTAIN  PRIMARY SCHOOL,INDEPENDENT,42
NW,SEOLONG PRIMARY,Public,42
MP,ELDAMAH ACADEMY COMBINED SCHOOL,INDEPENDENT,42
EC,MANDLAKAPHELI JUNIOR PRIMARY SCHOOL,Public,42
EC,NOMVUME JUNIOR PRIMARY SCHOOL,Public,42
EC,A M BAM JUNIOR PRIMARY SCHOOL,Public,42
EC,ZIVUKELE SENIOR PRIMARY SCHOOL,Public,42
EC,MAGONTSINI SPS,Public,42
EC,STONE HOUSE PRIVATE SCHOOL,INDEPENDENT,42
EC,LOCKSON SENIOR PRIMARY SCHOOL,Public,42
EC,TSWELOPELE JUNIOR PRIMARY SCHOOL,Public,42
EC,PARADISE JUNIOR PRIMARY SCHOOL,Public,42
NC,REEBONE INTERMEDIATE SCHOOL,Public,42
FS,KGAISANONG PF/S,Public,42
KZ,BARKSTON ASH PRIMARY SCHOOL,Public,42
KZ,KHETHUKUTHULA PRIMARY SCHOOL,Public,42
KZ,MBHOBHO JS,Public,42
KZ,MSUSHWANA PRIMARY SCHOOL,Public,42
KZ,NTANDOKAZI PRIMARY SCHOOL,Public,42
GP,SEEKERS PRIVATE HIGH SCHOOL,INDEPENDENT,42
KZ,TAYSIDE PRIMARY SCHOOL,Public,42
GP,NOOITGEDACHT AKADEMIE SKOOL,INDEPENDENT,42
EC,BLESSINGS CHRISTIAN LEARNING ACADEMY,INDEPENDENT,42
KZ,THORNER PRIMARY SCHOOL,Public,42
MP,WISDOM PRIMARY SCHOOL,INDEPENDENT,42
NW,DIKHUDU PRIMARY SCHOOL,Public,42
WC,ALBERT COLLEGE,INDEPENDENT,42
WC,CHRISTELIKE PRIVAATSKOOL LEIPOLDTVILLE,INDEPENDENT,42
WC,LANCEWOOD PRIM.,Public,42
GP,YOUNITIATE PRIMARY SCHOOL,INDEPENDENT,43
LP,MOHLAUME SECONDARY SCHOOL,Public,43
LP,RAMOROKE SECONDARY SCHOOL,Public,43
LP,TELELO SECONDARY SCHOOL,Public,43
LP,SEROLETSHIDI SECONDARY SCHOOL,Public,43
LP,DIKANKATLA PRIMARY,Public,43
MP,BHULOHOLIGWA PRIMARY SCHOOL,Public,43
MP,VRIESLAND PRIMARY SCHOOL,Public,43
MP,IMVUSELELO PRIMARY SCHOOL,Public,43
MP,TJEBISSA PRIMARY SCHOOL,Public,43
NW,DIKHUKHUNG PRIMARY SCHOOL,Public,43
NW,KATLARELO PRIMARY SCHOOL,Public,43
NW,REALEBOGA,Public,43
LP,SEUNANE SECONDARY SCHOOL,Public,43
MP,INSIGHT PRIMARY SCHOOL,INDEPENDENT,43
EC,LUQOLWENI SENIOR PRIMARY SCHOOL,Public,43
EC,DALUXOLO SENIOR PRIMARY SCHOOL,Public,43
EC,MZIMTSHA JUNIOR PRIMARY SCHOOL,Public,43
EC,VUKAZAKHE SENIOR PRIMARY SCHOOL,Public,43
EC,SANDFONTEIN GIP,Public,43
EC,DELVINE JUNIOR SECONDARY SCHOOL,Public,43
EC,ROSMEAD PRIMARY SCHOOL,Public,43
NC,STEPHEN MALHERBE PRIMÊRE SKOOL,Public,43
NC,LAERSKOOL ELANDSVLEI,Public,43
NC,WITBANK PRIMÊRE SKOOL,Public,43
FS,NONNASHOEK PF/S,Public,43
FS,LUIPERDSRANT PF/S,Public,43
FS,GROOTRIETVLEI  PF/S,Public,43
KZ,BRYNBELLA INTERMEDIATE,Public,43
KZ,HLENGINGQONDO PRIMARY SCHOOL,Public,43
KZ,MAYIME PRIMARY SCHOOL,Public,43
GP,WATERSONG LEARNING CENTRE,INDEPENDENT,43
EC,KLEINPOORT UCC PRIMARY SCHOOL,Public,43
WC,RISING STARS ACADEMY,INDEPENDENT,43
WC,ROOIRIVIER VGK PRIM.,Public,43
WC,LAASTEDRIF NGK PRIM.,Public,43
WC,RIVERSIDE SSKV PRIM.,Public,43
WC,HOLVLEI PRIM.,Public,43
NW,LAERSKOOL WILDEHONDEPAN,Public,44
KZ,YARROW INTERMEDIATE,Public,44
NW,MMABATHO PRIMARY SCHOOL,Public,44
GP,ANDREWS ACADEMY,INDEPENDENT,44
GP,EDUCATION INCORPORATED FOURWAYS,INDEPENDENT,44
EC,KOTI JUNIOR PRIMARY SCHOOL,Public,44
EC,PEULENI PRIMARY SCHOOL,Public,44
EC,READSDALE PRIMARY SCHOOL,Public,44
EC,RODE PRIMARY SCHOOL,Public,44
